	Unnamed: 0	TP53	TTN	HMCN1	RYR2	PRUNE2	MUC17	VCAN	ZFHX3	TG	HUWE1	DNAH1	CSMD1	CACNA1C	AKAP13	PCLO	ITPR3	MAST2	NLRC5	RIMS2	BRCA2	DCTN1	CUBN	ARHGAP21	MYLK	PRKDC	MYH13	ERN2	TSHZ2	MYH15	ADCY9	PODN	NAGLU	GRM3	CD163L1	PLCE1	PPL	WNK1	CIT	MC5R	NTRK3	MORC2	SETD1A	SCN10A	GPR149	PDE4DIP	NCAM1	FBN3	SLC12A5	SEMA5B	CNGA4	TNIK	TRPM2	DOCK10	MYO7A	EDC4	LRRIQ1	ECE2	SETD2	SLC1A6	SUN1	HIPK1	ARHGEF25	ADAMTS20	SLITRK1	GRB14	AMER1	ZBTB16	TPTE	IGFN1	TBCD	PXDN	MAMLD1	SUPT20HL1	ASCC3	ARHGAP29	ZNF335	UNC13A	ADCY10	BBS2	CNOT3	CH17-140K24.8	MUC5B	DCST2
0	-0.0011146066694180047	1.0409454874796547	0.7051553101922804	0.8658845189320538	-1.7545035174485977	-1.9193456246532676	0.7506950215303203	0.5251085320454474	-1.5668857832930931	0.25827011798283056	-0.07479723566084216	0.34473345693229085	-0.8265061570251437	2.4475972347189403	-1.7383062484111278	-0.8855705408828554	-1.683600226160488	2.198730899676878	1.5424350337179804	-2.3721028559217827	-1.350181172964337	-0.5895172226616774	-3.5072666271383426	-1.4535265538075188	-7.986211599038633	0.2751197765502414	1.4133181252492515	-2.513366905742874	1.7974329924832009	-0.526641034581976	1.8474423637736563	-1.9635950864731746	4.367827589255381	0.2975243394324793	1.2915670610411436	-0.49010541929541385	-0.8154595105036321	-0.23611836140135548	0.9431244162841979	-0.7669995492725553	-2.171753195630651	-1.0639047804548196	-2.8259750662516665	1.0055590489477986	0.12101724089733162	-0.8299988649010217	0.38648854630120694	-0.09893274769361313	1.3725396028285248	1.343724183864863	-3.226354330638616	-1.2562006946580233	1.0225560372146614	0.5804821587761084	0.2809167506129738	0.7810051634177122	2.130767624508863	0.18957536943911144	-2.2225653310375044	-3.5747196734460642	2.9131842444175464	-1.4129556304332773	-0.30112926081266583	-1.2746642454273236	1.1924149546692915	-1.2757833236322411	-1.642591346683573	-1.1822188361164025	1.3249612367580808	2.1687976311757984	1.2458864122949591	-0.7557044503580916	1.8724675828525759	-2.637864438501557	-0.239247443018485	-0.5243782051368502	1.3355798992308643	-0.00764495661852018	0.6094816906807288	-6.106474876540239	-0.08523957477235164	3.4132639817484023	-0.5954163446207521	0.7176104578809444
