	ENSG00000167004.11	ENSG00000270225.1	ENSG00000135334.8	ENSG00000204421.2	ENSG00000173801.15	ENSG00000187699.9	ENSG00000116251.8	ENSG00000149131.14	ENSG00000145423.4	ENSG00000133067.16	ENSG00000143556.7	ENSG00000278196.1	ENSG00000023734.9	ENSG00000112514.14	ENSG00000179950.12	ENSG00000118816.8	ENSG00000110092.3	ENSG00000126247.9	ENSG00000188483.7	ENSG00000276180.1	ENSG00000197448.12	ENSG00000100994.10	ENSG00000111319.11	ENSG00000235957.1	ENSG00000184924.5	ENSG00000268785.1	ENSG00000170421.10	ENSG00000211905.1	ENSG00000234851.4	ENSG00000214049.6	ENSG00000163453.10	ENSG00000142599.16	ENSG00000240671.2	ENSG00000131203.11	ENSG00000147955.15	ENSG00000180447.6	ENSG00000158195.9	ENSG00000137038.7	ENSG00000126890.13	ENSG00000065548.16	ENSG00000198668.9	ENSG00000118137.8	ENSG00000173334.3	ENSG00000008018.8	ENSG00000136238.16	ENSG00000105202.6	ENSG00000276967.1	ENSG00000146425.9	ENSG00000021355.11	ENSG00000131094.3	ENSG00000116871.14	ENSG00000155659.13	ENSG00000168824.13	ENSG00000002726.18	ENSG00000130203.8	ENSG00000181218.5	ENSG00000107317.10	ENSG00000100979.13	ENSG00000157992.11	ENSG00000160014.15	ENSG00000171345.12	ENSG00000240972.1	ENSG00000227615.1	ENSG00000137207.10	ENSG00000211959.2	ENSG00000183036.9	ENSG00000128626.10	ENSG00000229150.1	ENSG00000111371.14	ENSG00000168394.10	ENSG00000112118.16	ENSG00000143549.18	ENSG00000112290.11	ENSG00000171314.8	ENSG00000138413.12	ENSG00000108551.4	ENSG00000049089.12	ENSG00000168209.4	ENSG00000112977.14
0.015437174767666885	0.2555281391463177	-0.27270965694153504	-0.06751343385222425	-0.15896936760429686	0.13024422918834813	0.0	-0.059747324983689246	-0.05343272843592947	0.12152880206433275	-0.022862103828740456	0.1889930759314207	0.2684586326088752	0.13441474368361597	0.0	-0.17193064563555824	-0.11844313798953392	0.07873334494755392	0.3092087373433818	0.09593581139998758	-0.1160944780930388	-0.1941414523929985	0.10954121404681165	0.23057009217600966	-0.0838953460227631	-0.07705672720715274	0.0744794665690299	0.053279740775535024	-0.1075610062019821	0.10473101481860689	0.23271069264970343	-0.1703246213437407	-0.4005568443554204	-0.05392904426554985	-0.17558706202547913	-0.21612335206391156	0.3316793262238421	0.0737170109182825	-0.1590381821956622	0.10335893858256744	-0.058422269639216116	-0.2704214160825877	-0.211434770796461	0.0	0.22368388930145255	0.26803205706062055	0.10319200488898735	0.12967255141069112	0.44332633852374825	-0.18666608859481512	0.11602209280436362	0.14700951554628508	0.25804307648411234	0.0	-0.2641817445306066	0.0	-0.07286031568050409	-0.06244972139973479	0.12014544848113319	-0.24398083567753942	0.06764157670931015	0.0	-0.2541406760588953	0.146450712163041	-0.27699044475273765	-0.4844831521205177	0.0003671052583289677	0.11985001191890485	-0.027006755139271397	0.17366157845875155	-0.04932251523114258	0.0	-0.3396730464272883	-0.053893559696636756	0.13751599668777845	0.18811744317655102	-0.22994219203747757	-0.0775841801385675	0.08498173981282449	-0.4393037734105154
