	ENSG00000064601.15	ENSG00000160183.12	ENSG00000102119.9	ENSG00000091972.17	ENSG00000243264.2	ENSG00000181449.3	ENSG00000134531.8	ENSG00000244509.3	ENSG00000214975.4	ENSG00000162909.16	ENSG00000145423.4	ENSG00000133067.16	ENSG00000168672.3	ENSG00000110321.14	ENSG00000257017.7	ENSG00000186007.8	ENSG00000228598.1	ENSG00000163520.12	ENSG00000275896.3	ENSG00000143774.15	ENSG00000262902.1	ENSG00000137198.8	ENSG00000023734.9	ENSG00000110375.2	ENSG00000105894.10	ENSG00000111726.11	ENSG00000134287.8	ENSG00000169515.5	ENSG00000144746.6	ENSG00000188483.7	ENSG00000276180.1	ENSG00000111276.9	ENSG00000126432.12	ENSG00000065911.10	ENSG00000138085.15	ENSG00000214049.6	ENSG00000170604.4	ENSG00000163453.10	ENSG00000106537.7	ENSG00000132591.10	ENSG00000159200.16	ENSG00000143839.13	ENSG00000111667.12	ENSG00000219451.3	ENSG00000147955.15	ENSG00000180447.6	ENSG00000130300.7	ENSG00000197582.5	ENSG00000065548.16	ENSG00000149021.5	ENSG00000198668.9	ENSG00000204839.7	ENSG00000188257.9	ENSG00000008018.8	ENSG00000264063.1	ENSG00000177606.6	ENSG00000130811.9	ENSG00000184489.10	ENSG00000204264.7	ENSG00000172201.9	ENSG00000184371.12	ENSG00000114446.4	ENSG00000213676.9	ENSG00000146425.9	ENSG00000205426.9	ENSG00000119318.11	ENSG00000237748.1	ENSG00000147400.8	ENSG00000078808.15	ENSG00000155659.13	ENSG00000168824.13	ENSG00000002726.18	ENSG00000141424.11	ENSG00000140105.16	ENSG00000183726.9	ENSG00000172216.5	ENSG00000100979.13	ENSG00000240972.1	ENSG00000227615.1	ENSG00000213087.3	ENSG00000137207.10	ENSG00000197061.4	ENSG00000211959.2	ENSG00000111371.14	ENSG00000207175.1	ENSG00000168394.10	ENSG00000002933.6	ENSG00000143549.18	ENSG00000205155.6	ENSG00000114854.6	ENSG00000183248.10	ENSG00000187720.13	ENSG00000138083.4	ENSG00000277671.1	ENSG00000156738.16	ENSG00000203875.9	ENSG00000112977.14
0.022216367857224296	0.0	-0.08472694823555584	-0.17291874267541982	-0.20726313117742165	-0.1759475909307546	0.0	0.0	-0.05126482677864297	0.20727910641223882	-0.16524141701431957	0.2636285874631132	-0.01387197798360337	0.25459850423880287	-0.166469832070241	0.19850714525995578	-0.05845528979822992	-0.08185042945050822	0.08923287397043231	-0.14381478301299902	-0.03786365516082934	0.15454012075573229	0.0	0.1516834839737723	-0.10674229948061488	-0.15442675762696229	0.0	0.1759593660514793	0.3302147811648709	-0.30289050110753724	0.16066284567103664	-0.13035758602884379	0.0954892164527589	0.0	0.04939875040329735	0.0	0.29366631276638644	0.012770159459594036	-0.2361766809217128	-0.040167660313970455	0.12633219702956314	0.17902641588621945	-0.245915308590146	0.09499405300896864	0.0	-0.026587543487328797	0.09014289927736183	-0.10410665013287085	-0.31179064132041523	-0.3400099756130982	-0.19652541552726058	-0.14075056827886517	-0.13633174371625512	-0.22479151596112312	0.07044435323873685	-0.3450584772702192	0.037258371531522984	-0.2681410996972636	0.0	-0.391594997661295	-0.11793839293055325	0.09485867481814012	-0.03387280273675023	-0.05159599824327166	0.2548110786680446	0.15749275788293174	0.1986949773030859	0.230770153614614	-0.015096745938082563	-0.21090241560199466	0.2969389321768095	-0.01735572817997301	-0.22972590299349635	-0.16118181097743656	0.0	0.26200874952927	0.19229017771076906	0.23254292222916786	-0.25411082824067216	0.2418238847862667	0.03531018782877426	-0.12847697950582218	0.10346780837842047	-0.012742115135651051	0.026574367862841206	0.12694073603666245	0.0	-0.12627946330227496	-0.3136779085964357	0.07165687297188379	-0.07032856010632882	-0.10255302993756647	0.013247862368826867	-0.1201350559760144	0.21724872881874577	-0.3315854493612263	-0.02376035538761338	-0.3330953258144541
